date,amount,transaction_type,revenue,expenses,flag,reason,severity,flagged,prev_amount,prev_date,time_diff
2025-02-28,2715.07,Bill Payment,0.0,2715.07,0,Legitimate Transaction,Low,0,1432.55,2025-01-20,936.0
2025-03-23,1434.4,Online Purchase,1434.4,0.0,0,Legitimate Transaction,Low,1,2715.07,2025-02-28,552.0
2025-03-14,4382.87,Bill Payment,4382.87,0.0,0,Legitimate Transaction,Low,0,1434.4,2025-03-23,-216.0
2025-03-07,3519.93,POS Purchase,3519.93,0.0,0,Legitimate Transaction,Low,0,4382.87,2025-03-14,-168.0
2025-02-18,1552.44,Cash Withdrawal,0.0,1552.44,0,Legitimate Transaction,Low,0,3519.93,2025-03-07,-408.0
2025-03-27,1304.4,Cash Withdrawal,0.0,1304.4,0,Legitimate Transaction,Low,0,1552.44,2025-02-18,888.0
2025-03-22,1830.13,Cash Withdrawal,0.0,1830.13,0,Legitimate Transaction,Low,1,1304.4,2025-03-27,-120.0
2025-02-23,2889.33,POS Purchase,2889.33,0.0,0,Legitimate Transaction,Low,1,1830.13,2025-03-22,-648.0
2025-01-08,1558.12,Online Purchase,0.0,1558.12,1,Location Mismatch,High,0,2889.33,2025-02-23,-1104.0
2025-03-11,2993.79,Transfer,0.0,2993.79,0,Legitimate Transaction,Low,0,1558.12,2025-01-08,1488.0
2025-03-09,1843.64,POS Purchase,0.0,1843.64,0,Legitimate Transaction,Low,1,2993.79,2025-03-11,-48.0
2025-02-26,3831.21,Online Purchase,0.0,3831.21,0,Legitimate Transaction,Low,0,1843.64,2025-03-09,-264.0
2025-01-20,2602.23,Bill Payment,0.0,2602.23,0,Legitimate Transaction,Low,0,3831.21,2025-02-26,-888.0
2025-01-04,2055.21,Online Purchase,2055.21,0.0,0,Legitimate Transaction,Low,1,2602.23,2025-01-20,-384.0
2025-03-16,2310.95,Bill Payment,2310.95,0.0,0,Legitimate Transaction,Low,1,2055.21,2025-01-04,1704.0
2025-03-31,3780.42,Cash Withdrawal,0.0,3780.42,0,Legitimate Transaction,Low,0,2310.95,2025-03-16,360.0
2025-02-01,4938.88,Bill Payment,4938.88,0.0,0,Legitimate Transaction,Low,1,3780.42,2025-03-31,-1392.0
2025-03-15,2031.83,POS Purchase,0.0,2031.83,0,Legitimate Transaction,Low,1,4938.88,2025-02-01,1008.0
2025-01-23,249.77,POS Purchase,0.0,249.77,0,Legitimate Transaction,Low,0,2031.83,2025-03-15,-1224.0
2025-03-02,4250.68,Online Purchase,4250.68,0.0,0,Legitimate Transaction,Low,1,249.77,2025-01-23,912.0
2025-02-16,1119.3,Online Purchase,1119.3,0.0,0,Legitimate Transaction,Low,1,4250.68,2025-03-02,-336.0
2025-02-28,4026.51,Transfer,4026.51,0.0,0,Legitimate Transaction,Low,0,1119.3,2025-02-16,288.0
2025-03-15,4837.64,Bill Payment,0.0,4837.64,0,Legitimate Transaction,Low,1,4026.51,2025-02-28,360.0
2025-01-03,3337.06,Transfer,3337.06,0.0,0,Legitimate Transaction,Low,0,4837.64,2025-03-15,-1704.0
2025-03-21,1660.23,Transfer,0.0,1660.23,0,Legitimate Transaction,Low,0,3337.06,2025-01-03,1848.0
2025-01-28,2878.11,Online Purchase,2878.11,0.0,0,Legitimate Transaction,Low,0,1660.23,2025-03-21,-1248.0
2025-03-23,1310.49,POS Purchase,1310.49,0.0,0,Legitimate Transaction,Low,1,2878.11,2025-01-28,1296.0
2025-03-12,4962.31,Transfer,4962.31,0.0,0,Legitimate Transaction,Low,0,1310.49,2025-03-23,-264.0
2025-02-05,2200.0,Cash Withdrawal,0.0,2200.0,0,Legitimate Transaction,Low,0,4962.31,2025-03-12,-840.0
2025-02-06,76.89,Bill Payment,0.0,76.89,0,Legitimate Transaction,Low,0,2200.0,2025-02-05,24.0
2025-03-08,993.85,Bill Payment,993.85,0.0,0,Legitimate Transaction,Low,1,76.89,2025-02-06,720.0
2025-01-16,294.7,Online Purchase,294.7,0.0,0,Legitimate Transaction,Low,0,993.85,2025-03-08,-1224.0
2025-03-16,2401.97,Transfer,2401.97,0.0,1,Card Cloning,High,1,294.7,2025-01-16,1416.0
2025-02-19,921.83,Transfer,921.83,0.0,0,Legitimate Transaction,Low,0,2401.97,2025-03-16,-600.0
2025-01-22,2420.27,Cash Withdrawal,2420.27,0.0,0,Legitimate Transaction,Low,0,921.83,2025-02-19,-672.0
2025-01-18,754.87,Cash Withdrawal,754.87,0.0,0,Legitimate Transaction,Low,1,2420.27,2025-01-22,-96.0
2025-02-13,3669.35,Online Purchase,0.0,3669.35,0,Legitimate Transaction,Low,0,754.87,2025-01-18,624.0
2025-03-29,4784.9,Bill Payment,4784.9,0.0,0,Legitimate Transaction,Low,1,3669.35,2025-02-13,1056.0
2025-03-04,1737.97,Cash Withdrawal,0.0,1737.97,0,Legitimate Transaction,Low,0,4784.9,2025-03-29,-600.0
2025-03-08,3637.47,Cash Withdrawal,3637.47,0.0,0,Legitimate Transaction,Low,1,1737.97,2025-03-04,96.0
2025-01-22,1253.36,Cash Withdrawal,0.0,1253.36,1,Card Cloning,High,0,3637.47,2025-03-08,-1080.0
2025-02-10,1449.14,Online Purchase,0.0,1449.14,1,Location Mismatch,High,0,1253.36,2025-01-22,456.0
2025-03-24,512.64,Online Purchase,512.64,0.0,0,Legitimate Transaction,Low,0,1449.14,2025-02-10,1008.0
2025-01-05,4983.58,Cash Withdrawal,4983.58,0.0,0,Legitimate Transaction,Low,1,512.64,2025-03-24,-1872.0
2025-03-14,3672.54,POS Purchase,3672.54,0.0,0,Legitimate Transaction,Low,0,4983.58,2025-01-05,1632.0
2025-02-02,3664.82,Cash Withdrawal,3664.82,0.0,0,Legitimate Transaction,Low,1,3672.54,2025-03-14,-960.0
2025-01-20,3945.43,Bill Payment,0.0,3945.43,0,Legitimate Transaction,Low,0,3664.82,2025-02-02,-312.0
2025-01-18,3812.81,Transfer,0.0,3812.81,0,Legitimate Transaction,Low,1,3945.43,2025-01-20,-48.0
2025-03-13,1720.94,Cash Withdrawal,1720.94,0.0,0,Legitimate Transaction,Low,0,3812.81,2025-01-18,1296.0
2025-01-04,1294.07,Transfer,1294.07,0.0,0,Legitimate Transaction,Low,1,1720.94,2025-03-13,-1632.0
2025-01-08,1283.89,POS Purchase,0.0,1283.89,0,Legitimate Transaction,Low,0,1294.07,2025-01-04,96.0
2025-02-28,152.46,Online Purchase,0.0,152.46,0,Legitimate Transaction,Low,0,1283.89,2025-01-08,1224.0
2025-03-01,1325.63,POS Purchase,0.0,1325.63,0,Legitimate Transaction,Low,1,152.46,2025-02-28,24.0
2025-02-26,3571.41,Bill Payment,0.0,3571.41,0,Legitimate Transaction,Low,0,1325.63,2025-03-01,-72.0
2025-03-02,3975.72,Transfer,0.0,3975.72,1,High-Risk Merchant,High,1,3571.41,2025-02-26,96.0
2025-01-12,1708.03,Cash Withdrawal,0.0,1708.03,0,Legitimate Transaction,Low,1,3975.72,2025-03-02,-1176.0
2025-01-31,3478.99,Transfer,0.0,3478.99,0,Legitimate Transaction,Low,0,1708.03,2025-01-12,456.0
2025-01-27,3266.92,Bill Payment,0.0,3266.92,0,Legitimate Transaction,Low,0,3478.99,2025-01-31,-96.0
2025-03-18,3148.85,Transfer,3148.85,0.0,0,Legitimate Transaction,Low,0,3266.92,2025-01-27,1200.0
2025-02-08,2963.26,Transfer,2963.26,0.0,0,Legitimate Transaction,Low,1,3148.85,2025-03-18,-912.0
2025-01-26,277.87,Online Purchase,0.0,277.87,0,Legitimate Transaction,Low,1,2963.26,2025-02-08,-312.0
2025-02-25,1319.81,Transfer,0.0,1319.81,0,Legitimate Transaction,Low,0,277.87,2025-01-26,720.0
2025-01-28,102.65,Bill Payment,102.65,0.0,0,Legitimate Transaction,Low,0,1319.81,2025-02-25,-672.0
2025-02-04,801.74,POS Purchase,801.74,0.0,0,Legitimate Transaction,Low,0,102.65,2025-01-28,168.0
2025-01-16,1604.2,Transfer,0.0,1604.2,0,Legitimate Transaction,Low,0,801.74,2025-02-04,-456.0
2025-02-23,261.4,POS Purchase,261.4,0.0,0,Legitimate Transaction,Low,1,1604.2,2025-01-16,912.0
2025-03-04,1170.09,Bill Payment,0.0,1170.09,0,Legitimate Transaction,Low,0,261.4,2025-02-23,216.0
2025-03-24,955.18,Transfer,0.0,955.18,0,Legitimate Transaction,Low,0,1170.09,2025-03-04,480.0
2025-03-25,3210.82,Cash Withdrawal,3210.82,0.0,0,Legitimate Transaction,Low,0,955.18,2025-03-24,24.0
2025-01-03,3072.06,Cash Withdrawal,0.0,3072.06,0,Legitimate Transaction,Low,0,3210.82,2025-03-25,-1944.0
2025-03-29,3330.8,Transfer,0.0,3330.8,0,Legitimate Transaction,Low,1,3072.06,2025-01-03,2040.0
2025-02-04,4208.73,Transfer,4208.73,0.0,0,Legitimate Transaction,Low,0,3330.8,2025-03-29,-1272.0
2025-03-26,609.59,POS Purchase,609.59,0.0,1,Multiple Transactions,High,0,4208.73,2025-02-04,1200.0
2025-02-17,285.39,Transfer,285.39,0.0,0,Legitimate Transaction,Low,0,609.59,2025-03-26,-888.0
2025-03-23,4552.83,Bill Payment,4552.83,0.0,0,Legitimate Transaction,Low,1,285.39,2025-02-17,816.0
2025-03-02,4615.08,Bill Payment,4615.08,0.0,0,Legitimate Transaction,Low,1,4552.83,2025-03-23,-504.0
2025-02-03,3099.0,POS Purchase,3099.0,0.0,0,Legitimate Transaction,Low,0,4615.08,2025-03-02,-648.0
2025-02-26,4220.6,POS Purchase,0.0,4220.6,0,Legitimate Transaction,Low,0,3099.0,2025-02-03,552.0
2025-01-19,3735.69,Transfer,3735.69,0.0,0,Legitimate Transaction,Low,1,4220.6,2025-02-26,-912.0
2025-02-06,1426.75,Cash Withdrawal,0.0,1426.75,0,Legitimate Transaction,Low,0,3735.69,2025-01-19,432.0
2025-01-11,4718.52,Online Purchase,4718.52,0.0,0,Legitimate Transaction,Low,1,1426.75,2025-02-06,-624.0
2025-01-13,1662.57,Bill Payment,1662.57,0.0,0,Legitimate Transaction,Low,0,4718.52,2025-01-11,48.0
2025-01-22,365.83,Transfer,0.0,365.83,0,Legitimate Transaction,Low,0,1662.57,2025-01-13,216.0
2025-01-25,3359.81,Bill Payment,3359.81,0.0,0,Legitimate Transaction,Low,1,365.83,2025-01-22,72.0
2025-01-14,4280.51,Transfer,0.0,4280.51,0,Legitimate Transaction,Low,0,3359.81,2025-01-25,-264.0
2025-01-10,4567.58,POS Purchase,0.0,4567.58,0,Legitimate Transaction,Low,0,4280.51,2025-01-14,-96.0
2025-02-25,3118.38,POS Purchase,0.0,3118.38,0,Legitimate Transaction,Low,0,4567.58,2025-01-10,1104.0
2025-03-29,1680.06,Cash Withdrawal,1680.06,0.0,0,Legitimate Transaction,Low,1,3118.38,2025-02-25,768.0
2025-03-15,3026.2,POS Purchase,3026.2,0.0,0,Legitimate Transaction,Low,1,1680.06,2025-03-29,-336.0
2025-02-08,3063.22,Bill Payment,0.0,3063.22,0,Legitimate Transaction,Low,1,3026.2,2025-03-15,-840.0
2025-01-11,4301.98,Online Purchase,4301.98,0.0,0,Legitimate Transaction,Low,1,3063.22,2025-02-08,-672.0
2025-02-22,501.82,Transfer,0.0,501.82,0,Legitimate Transaction,Low,1,4301.98,2025-01-11,1008.0
2025-01-09,3454.87,Online Purchase,0.0,3454.87,1,Location Mismatch,Low,0,501.82,2025-02-22,-1056.0
2025-02-27,2592.24,Bill Payment,0.0,2592.24,0,Legitimate Transaction,Low,0,3454.87,2025-01-09,1176.0
2025-03-17,3330.49,Transfer,0.0,3330.49,0,Legitimate Transaction,Low,0,2592.24,2025-02-27,432.0
2025-02-26,1255.21,Bill Payment,0.0,1255.21,0,Legitimate Transaction,Low,0,3330.49,2025-03-17,-456.0
2025-03-11,1976.32,Cash Withdrawal,0.0,1976.32,0,Legitimate Transaction,Low,0,1255.21,2025-02-26,312.0
2025-03-17,4224.9,Cash Withdrawal,0.0,4224.9,0,Legitimate Transaction,Low,0,1976.32,2025-03-11,144.0
2025-02-07,812.24,Transfer,0.0,812.24,0,Legitimate Transaction,Low,0,4224.9,2025-03-17,-912.0
2025-02-20,4067.82,POS Purchase,4067.82,0.0,0,Legitimate Transaction,Low,0,812.24,2025-02-07,312.0
2025-02-17,3348.8,Bill Payment,0.0,3348.8,0,Legitimate Transaction,Low,0,4067.82,2025-02-20,-72.0
2025-01-11,1575.15,POS Purchase,1575.15,0.0,0,Legitimate Transaction,Low,1,3348.8,2025-02-17,-888.0
2025-01-28,4370.19,Online Purchase,4370.19,0.0,0,Legitimate Transaction,Low,0,1575.15,2025-01-11,408.0
2025-03-15,3323.57,Transfer,0.0,3323.57,0,Legitimate Transaction,Low,1,4370.19,2025-01-28,1104.0
2025-02-21,425.62,Transfer,425.62,0.0,0,Legitimate Transaction,Low,0,3323.57,2025-03-15,-528.0
2025-02-02,1240.07,Transfer,1240.07,0.0,0,Legitimate Transaction,Low,1,425.62,2025-02-21,-456.0
2025-03-02,3757.54,Transfer,3757.54,0.0,1,Location Mismatch,Low,1,1240.07,2025-02-02,672.0
2025-02-14,2325.65,POS Purchase,2325.65,0.0,0,Legitimate Transaction,Low,0,3757.54,2025-03-02,-384.0
2025-02-19,3932.66,Bill Payment,3932.66,0.0,0,Legitimate Transaction,Low,0,2325.65,2025-02-14,120.0
2025-02-25,4124.47,Bill Payment,4124.47,0.0,0,Legitimate Transaction,Low,0,3932.66,2025-02-19,144.0
2025-01-14,1543.63,Transfer,1543.63,0.0,0,Legitimate Transaction,Low,0,4124.47,2025-02-25,-1008.0
2025-02-08,4368.79,Bill Payment,0.0,4368.79,0,Legitimate Transaction,Low,1,1543.63,2025-01-14,600.0
2025-02-04,933.99,Transfer,933.99,0.0,0,Legitimate Transaction,Low,0,4368.79,2025-02-08,-96.0
2025-02-11,3173.91,Transfer,3173.91,0.0,0,Legitimate Transaction,Low,0,933.99,2025-02-04,168.0
2025-02-15,2106.86,Bill Payment,0.0,2106.86,0,Legitimate Transaction,Low,1,3173.91,2025-02-11,96.0
2025-03-17,3386.75,Bill Payment,3386.75,0.0,0,Legitimate Transaction,Low,0,2106.86,2025-02-15,720.0
2025-03-02,2321.24,Transfer,2321.24,0.0,0,Legitimate Transaction,Low,1,3386.75,2025-03-17,-360.0
2025-03-01,2197.77,Bill Payment,0.0,2197.77,0,Legitimate Transaction,Low,1,2321.24,2025-03-02,-24.0
2025-01-29,4376.77,Online Purchase,0.0,4376.77,0,Legitimate Transaction,Low,0,2197.77,2025-03-01,-744.0
2025-01-29,4393.9,Bill Payment,0.0,4393.9,0,Legitimate Transaction,Low,0,4376.77,2025-01-29,0.0
2025-01-27,4865.3,POS Purchase,0.0,4865.3,0,Legitimate Transaction,Low,0,4393.9,2025-01-29,-48.0
2025-02-17,2076.85,Transfer,0.0,2076.85,0,Legitimate Transaction,Low,0,4865.3,2025-01-27,504.0
2025-03-18,4796.31,Transfer,0.0,4796.31,1,Location Mismatch,Low,0,2076.85,2025-02-17,696.0
2025-01-07,4579.12,POS Purchase,4579.12,0.0,0,Legitimate Transaction,Low,0,4796.31,2025-03-18,-1680.0
2025-03-07,3577.19,Transfer,3577.19,0.0,0,Legitimate Transaction,Low,0,4579.12,2025-01-07,1416.0
2025-02-25,3642.17,POS Purchase,0.0,3642.17,0,Legitimate Transaction,Low,0,3577.19,2025-03-07,-240.0
2025-02-16,2966.54,Online Purchase,0.0,2966.54,0,Legitimate Transaction,Low,1,3642.17,2025-02-25,-216.0
2025-03-31,814.43,Online Purchase,814.43,0.0,0,Legitimate Transaction,Low,0,2966.54,2025-02-16,1032.0
2025-03-18,1857.0,Transfer,0.0,1857.0,1,Card Cloning,Low,0,814.43,2025-03-31,-312.0
2025-03-01,2316.51,POS Purchase,0.0,2316.51,0,Legitimate Transaction,Low,1,1857.0,2025-03-18,-408.0
2025-01-12,3322.58,POS Purchase,0.0,3322.58,0,Legitimate Transaction,Low,1,2316.51,2025-03-01,-1152.0
2025-02-03,1215.27,Cash Withdrawal,1215.27,0.0,0,Legitimate Transaction,Low,0,3322.58,2025-01-12,528.0
2025-03-28,4915.89,Bill Payment,4915.89,0.0,0,Legitimate Transaction,Low,0,1215.27,2025-02-03,1272.0
2025-01-28,3819.56,Cash Withdrawal,0.0,3819.56,0,Legitimate Transaction,Low,0,4915.89,2025-03-28,-1416.0
2025-01-05,1548.17,Cash Withdrawal,1548.17,0.0,0,Legitimate Transaction,Low,1,3819.56,2025-01-28,-552.0
2025-02-15,3446.41,Bill Payment,0.0,3446.41,0,Legitimate Transaction,Low,1,1548.17,2025-01-05,984.0
2025-01-01,984.61,Bill Payment,0.0,984.61,0,Legitimate Transaction,Low,0,3446.41,2025-02-15,-1080.0
2025-01-17,3232.68,Bill Payment,0.0,3232.68,0,Legitimate Transaction,Low,0,984.61,2025-01-01,384.0
2025-02-04,2734.0,Cash Withdrawal,2734.0,0.0,0,Legitimate Transaction,Low,0,3232.68,2025-01-17,432.0
2025-03-17,1348.83,Online Purchase,0.0,1348.83,0,Legitimate Transaction,Low,0,2734.0,2025-02-04,984.0
2025-02-24,4875.52,Cash Withdrawal,0.0,4875.52,0,Legitimate Transaction,Low,0,1348.83,2025-03-17,-504.0
2025-02-05,3579.92,Transfer,0.0,3579.92,0,Legitimate Transaction,Low,0,4875.52,2025-02-24,-456.0
2025-02-18,4516.89,Transfer,4516.89,0.0,0,Legitimate Transaction,Low,0,3579.92,2025-02-05,312.0
2025-02-15,1358.1,Online Purchase,0.0,1358.1,0,Legitimate Transaction,Low,1,4516.89,2025-02-18,-72.0
2025-01-17,4247.32,Cash Withdrawal,4247.32,0.0,0,Legitimate Transaction,Low,0,1358.1,2025-02-15,-696.0
2025-02-07,2091.18,Cash Withdrawal,2091.18,0.0,0,Legitimate Transaction,Low,0,4247.32,2025-01-17,504.0
2025-03-16,1593.15,POS Purchase,0.0,1593.15,0,Legitimate Transaction,Low,1,2091.18,2025-02-07,888.0
2025-02-12,3031.09,Cash Withdrawal,3031.09,0.0,0,Legitimate Transaction,Low,0,1593.15,2025-03-16,-768.0
2025-01-17,3094.15,Bill Payment,3094.15,0.0,0,Legitimate Transaction,Low,0,3031.09,2025-02-12,-624.0
2025-02-10,947.99,Online Purchase,947.99,0.0,0,Legitimate Transaction,Low,0,3094.15,2025-01-17,576.0
2025-01-23,2053.52,POS Purchase,0.0,2053.52,0,Legitimate Transaction,Low,0,947.99,2025-02-10,-432.0
2025-02-17,2866.09,Bill Payment,2866.09,0.0,0,Legitimate Transaction,Low,0,2053.52,2025-01-23,600.0
2025-01-20,2575.43,Bill Payment,0.0,2575.43,0,Legitimate Transaction,Low,0,2866.09,2025-02-17,-672.0
2025-02-13,4939.23,Online Purchase,0.0,4939.23,0,Legitimate Transaction,Low,0,2575.43,2025-01-20,576.0
2025-03-05,1397.38,Transfer,0.0,1397.38,0,Legitimate Transaction,Low,0,4939.23,2025-02-13,480.0
2025-03-29,1791.33,Transfer,0.0,1791.33,0,Legitimate Transaction,Low,1,1397.38,2025-03-05,576.0
2025-03-03,3163.15,Transfer,0.0,3163.15,0,Legitimate Transaction,Low,0,1791.33,2025-03-29,-624.0
2025-03-14,3987.58,POS Purchase,3987.58,0.0,0,Legitimate Transaction,Low,0,3163.15,2025-03-03,264.0
2025-01-27,2349.06,Cash Withdrawal,0.0,2349.06,0,Legitimate Transaction,Low,0,3987.58,2025-03-14,-1104.0
2025-03-18,3155.64,Transfer,0.0,3155.64,0,Legitimate Transaction,Low,0,2349.06,2025-01-27,1200.0
2025-03-10,3774.01,Online Purchase,0.0,3774.01,0,Legitimate Transaction,Low,0,3155.64,2025-03-18,-192.0
2025-01-20,299.27,Cash Withdrawal,299.27,0.0,0,Legitimate Transaction,Low,0,3774.01,2025-03-10,-1176.0
2025-03-20,4804.41,Bill Payment,0.0,4804.41,0,Legitimate Transaction,Low,0,299.27,2025-01-20,1416.0
2025-02-22,1509.69,Transfer,1509.69,0.0,0,Legitimate Transaction,Low,1,4804.41,2025-03-20,-624.0
2025-01-02,2313.38,Transfer,0.0,2313.38,0,Legitimate Transaction,Low,0,1509.69,2025-02-22,-1224.0
2025-02-25,1643.43,Bill Payment,0.0,1643.43,0,Legitimate Transaction,Low,0,2313.38,2025-01-02,1296.0
2025-03-21,219.5,POS Purchase,0.0,219.5,0,Legitimate Transaction,Low,0,1643.43,2025-02-25,576.0
2025-03-28,1448.42,POS Purchase,1448.42,0.0,0,Legitimate Transaction,Low,0,219.5,2025-03-21,168.0
2025-03-04,4809.31,Cash Withdrawal,0.0,4809.31,0,Legitimate Transaction,Low,0,1448.42,2025-03-28,-576.0
2025-02-01,139.51,Bill Payment,139.51,0.0,0,Legitimate Transaction,Low,1,4809.31,2025-03-04,-744.0
2025-01-02,2563.71,Cash Withdrawal,0.0,2563.71,0,Legitimate Transaction,Low,0,139.51,2025-02-01,-720.0
2025-03-30,4139.41,Cash Withdrawal,0.0,4139.41,0,Legitimate Transaction,Low,1,2563.71,2025-01-02,2088.0
2025-03-18,1973.62,Bill Payment,1973.62,0.0,0,Legitimate Transaction,Low,0,4139.41,2025-03-30,-288.0
2025-01-06,15.38,Online Purchase,0.0,15.38,0,Legitimate Transaction,Low,0,1973.62,2025-03-18,-1704.0
2025-02-11,4886.43,Cash Withdrawal,4886.43,0.0,0,Legitimate Transaction,Low,0,15.38,2025-01-06,864.0
2025-01-29,914.4,Online Purchase,914.4,0.0,0,Legitimate Transaction,Low,0,4886.43,2025-02-11,-312.0
2025-01-16,471.57,POS Purchase,0.0,471.57,0,Legitimate Transaction,Low,0,914.4,2025-01-29,-312.0
2025-02-11,4168.19,Online Purchase,4168.19,0.0,0,Legitimate Transaction,Low,0,471.57,2025-01-16,624.0
2025-03-31,518.94,Online Purchase,518.94,0.0,0,Legitimate Transaction,Low,0,4168.19,2025-02-11,1152.0
2025-01-26,4757.09,POS Purchase,4757.09,0.0,0,Legitimate Transaction,Low,1,518.94,2025-03-31,-1536.0
2025-02-07,4883.75,Bill Payment,4883.75,0.0,0,Legitimate Transaction,Low,0,4757.09,2025-01-26,288.0
2025-01-31,2804.56,Transfer,2804.56,0.0,0,Legitimate Transaction,Low,0,4883.75,2025-02-07,-168.0
2025-01-03,3142.57,Transfer,3142.57,0.0,0,Legitimate Transaction,Low,0,2804.56,2025-01-31,-672.0
2025-02-07,1298.95,Cash Withdrawal,0.0,1298.95,0,Legitimate Transaction,Low,0,3142.57,2025-01-03,840.0
2025-02-06,1630.06,Transfer,1630.06,0.0,0,Legitimate Transaction,Low,0,1298.95,2025-02-07,-24.0
2025-01-17,2676.48,Online Purchase,2676.48,0.0,0,Legitimate Transaction,Low,0,1630.06,2025-02-06,-480.0
2025-01-23,2019.01,Cash Withdrawal,2019.01,0.0,0,Legitimate Transaction,Low,0,2676.48,2025-01-17,144.0
2025-02-08,3473.75,Bill Payment,3473.75,0.0,0,Legitimate Transaction,Low,1,2019.01,2025-01-23,384.0
2025-02-06,1087.15,Online Purchase,0.0,1087.15,0,Legitimate Transaction,Low,0,3473.75,2025-02-08,-48.0
2025-02-20,3446.39,Transfer,0.0,3446.39,0,Legitimate Transaction,Low,0,1087.15,2025-02-06,336.0
2025-02-15,3593.78,Bill Payment,0.0,3593.78,0,Legitimate Transaction,Low,1,3446.39,2025-02-20,-120.0
2025-01-14,570.62,Cash Withdrawal,570.62,0.0,0,Legitimate Transaction,Low,0,3593.78,2025-02-15,-768.0
2025-02-25,235.66,Bill Payment,235.66,0.0,0,Legitimate Transaction,Low,0,570.62,2025-01-14,1008.0
2025-01-27,3011.54,Transfer,0.0,3011.54,0,Legitimate Transaction,Low,0,235.66,2025-02-25,-696.0
2025-03-12,3743.25,Online Purchase,0.0,3743.25,0,Legitimate Transaction,Low,0,3011.54,2025-01-27,1056.0
2025-02-19,3645.2,POS Purchase,0.0,3645.2,1,Multiple Transactions,High,0,3743.25,2025-03-12,-504.0
2025-02-28,2081.79,Online Purchase,2081.79,0.0,0,Legitimate Transaction,Low,0,3645.2,2025-02-19,216.0
2025-02-13,4554.21,Online Purchase,4554.21,0.0,0,Legitimate Transaction,Low,0,2081.79,2025-02-28,-360.0
2025-01-22,2740.92,Cash Withdrawal,2740.92,0.0,0,Legitimate Transaction,Low,0,4554.21,2025-02-13,-528.0
2025-02-16,4688.89,Transfer,0.0,4688.89,0,Legitimate Transaction,Low,1,2740.92,2025-01-22,600.0
2025-01-17,166.83,POS Purchase,0.0,166.83,0,Legitimate Transaction,Low,0,4688.89,2025-02-16,-720.0
2025-03-03,1308.01,Transfer,0.0,1308.01,0,Legitimate Transaction,Low,0,166.83,2025-01-17,1080.0
2025-01-07,4423.72,POS Purchase,0.0,4423.72,0,Legitimate Transaction,Low,0,1308.01,2025-03-03,-1320.0
2025-02-11,1744.02,POS Purchase,0.0,1744.02,0,Legitimate Transaction,Low,0,4423.72,2025-01-07,840.0
2025-01-11,3488.63,Cash Withdrawal,0.0,3488.63,0,Legitimate Transaction,Low,1,1744.02,2025-02-11,-744.0
2025-03-16,3666.68,Bill Payment,3666.68,0.0,0,Legitimate Transaction,Low,1,3488.63,2025-01-11,1536.0
2025-03-19,1857.56,Online Purchase,0.0,1857.56,0,Legitimate Transaction,Low,0,3666.68,2025-03-16,72.0
2025-01-15,4834.61,POS Purchase,4834.61,0.0,0,Legitimate Transaction,Low,0,1857.56,2025-03-19,-1512.0
2025-01-19,3571.09,POS Purchase,3571.09,0.0,0,Legitimate Transaction,Low,1,4834.61,2025-01-15,96.0
2025-03-20,4545.15,POS Purchase,0.0,4545.15,0,Legitimate Transaction,Low,0,3571.09,2025-01-19,1440.0
2025-03-11,4937.86,Bill Payment,0.0,4937.86,0,Legitimate Transaction,Low,0,4545.15,2025-03-20,-216.0
2025-03-17,592.27,Transfer,592.27,0.0,0,Legitimate Transaction,Low,0,4937.86,2025-03-11,144.0
2025-02-15,2248.15,Bill Payment,0.0,2248.15,0,Legitimate Transaction,Low,1,592.27,2025-03-17,-720.0
2025-03-14,1031.5,Cash Withdrawal,1031.5,0.0,0,Legitimate Transaction,Low,0,2248.15,2025-02-15,648.0
2025-02-21,2844.21,Online Purchase,2844.21,0.0,0,Legitimate Transaction,Low,0,1031.5,2025-03-14,-504.0
2025-01-30,99.9,Transfer,99.9,0.0,0,Legitimate Transaction,Low,0,2844.21,2025-02-21,-528.0
2025-02-08,2943.24,Bill Payment,0.0,2943.24,0,Legitimate Transaction,Low,1,99.9,2025-01-30,216.0
2025-03-20,3930.27,Bill Payment,3930.27,0.0,0,Legitimate Transaction,Low,0,2943.24,2025-02-08,960.0
2025-03-11,1038.75,Transfer,0.0,1038.75,1,Multiple Transactions,Low,0,3930.27,2025-03-20,-216.0
2025-02-05,4824.17,POS Purchase,4824.17,0.0,0,Legitimate Transaction,Low,0,1038.75,2025-03-11,-816.0
2025-03-01,3029.52,POS Purchase,3029.52,0.0,0,Legitimate Transaction,Low,1,4824.17,2025-02-05,576.0
2025-01-10,92.21,Online Purchase,92.21,0.0,1,Unusual Spending,Low,0,3029.52,2025-03-01,-1200.0
2025-02-12,2645.77,Bill Payment,0.0,2645.77,0,Legitimate Transaction,Low,0,92.21,2025-01-10,792.0
2025-01-21,1928.75,Online Purchase,1928.75,0.0,0,Legitimate Transaction,Low,0,2645.77,2025-02-12,-528.0
2025-02-25,4127.65,Bill Payment,0.0,4127.65,0,Legitimate Transaction,Low,0,1928.75,2025-01-21,840.0
2025-02-09,981.34,Online Purchase,981.34,0.0,0,Legitimate Transaction,Low,1,4127.65,2025-02-25,-384.0
2025-02-02,1883.86,Cash Withdrawal,1883.86,0.0,0,Legitimate Transaction,Low,1,981.34,2025-02-09,-168.0
